id,name,platforms,original_price(£),discounted_price(£),discount(%),product_type,publisher,rel_date,developer,genre
421,Ravensword: Shadowlands,['PS4'],5.79,2.31,-60,FULL_GAME,Ratalaika Games,2021-04-09,Crescent Moon Games,"Open World, Action-RPG, Role Playing"
422,Beyond Blue,['PS4'],15.99,10.39,-35,FULL_GAME,E-Line Media,2020-06-11,E-Line Media,Adventure
423,Lone Survivor: The Director's Cut,['PS4'],7.99,0.79,-90,FULL_GAME,Curve Games,2013-09-24,Superflat Games,"Action-Adventure, Survival Horror"
424,Pro Fishing Simulator,['PS4'],39.99,3.99,-90,FULL_GAME,Nacon,2018-11-29,Sanuk Games,"Fishing, Simulation, Sports"
425,Overpass,['PS4'],24.99,12.49,-50,FULL_GAME,Nacon,2020-03-17,Zordix,"Automobile, Simulation"
426,Euro Fishing,['PS4'],14.99,2.99,-80,FULL_GAME,Dovetail Games,2017-04-11,Dovetail Games,"Fishing, Simulation, Sports"
427,NeuroVoider,['PS4'],11.49,2.87,-75,FULL_GAME,Plug In Digital,2017-03-14,Flying Oak Games,"Roguelite, Shoot 'em up"
428,Teacup,['PS4'],7.39,4.8,-35,FULL_GAME,Whitethorn Digital,2021-09-23,Smarto Club,Adventure
429,Monkey King: Master of the Clouds,['PS4'],3.99,0.99,-75,FULL_GAME,UFO Interactive,2018-11-21,Starfish-SD,Shoot 'em up
430,Super Weekend Mode,['PS4'],3.99,0.79,-80,GAME_BUNDLE,Ratalaika Games,2019-04-09,Pixelteriyaki,Shoot 'em up
431,Waves Out!,['PS4'],7.99,2.79,-65,FULL_GAME,Gammera Nest,2021-01-20,Crevice Games,Action
432,Gal*Gun: Double Peace,['PS4'],15.99,7.99,-50,FULL_GAME,PQube,2016-08-02,Inti CREATES,"First Person Shooter, On Rails"
433,Strawberry Vinegar,['PS4'],7.99,2.39,-70,FULL_GAME,Ratalaika Games,2020-06-02,ebi-hime,Visual Novel
434,Yet Another Zombie Defense HD,['PS4'],3.99,1.19,-70,FULL_GAME,Awesome Games Studio,2021-03-19,Awesome Games Studio,Shoot 'em up
435,Extreme Exorcism,['PS4'],4.99,0.99,-80,FULL_GAME,Ripstone,2015-09-23,Golden Ruby Games,Action
436,Lydia,['PS4'],2.49,0.99,-60,FULL_GAME,Nakana.io,2021-10-01,Platonic Partnership,Adventure
438,Brut@l,['PS4'],11.99,5.99,-50,FULL_GAME,Stormcloud Games,2016-08-09,Stormcloud Games,"Roguelite, Dungeon Crawler"
439,Owlboy,['PS4'],17.99,8.99,-50,FULL_GAME,D-Pad Studio,2018-04-10,D-Pad Studio,"Metroidvania, Platformer"
440,Toby: The Secret Mine,['PS4'],12.99,2.59,-80,FULL_GAME,Headup Games,2017-07-06,Lukas Navratil,Platformer
441,KUUKIYOMI: Consider It!,['PS4'],3.69,1.84,-50,FULL_GAME,G-MODE,2020-10-20,G-MODE,Simulation
442,Merek's Market,"['PS4', 'PS5']",14.99,10.49,-30,FULL_GAME,Big Village Games,2021-09-15,Big Village Games,Management
443,Solitaire,['PS4'],7.99,2.39,-70,FULL_GAME,Nacon,2016-10-11,Sanuk Games,Card & Board
444,Fight of Animals,['PS4'],9.99,7.99,-20,FULL_GAME,Digital Crafter,2020-09-24,Digital Crafter,Fighting
445,Fear Effect Sedna,['PS4'],15.99,1.59,-90,FULL_GAME,Square Enix,2018-03-06,Sushee,Action-Adventure
446,Planet of the Eyes,['PS4'],7.99,0.79,-90,FULL_GAME,Cococucumber,2017-09-12,Cococucumber,"Puzzle, Platformer"
447,WeakWood Throne,['PS4'],3.99,1.59,-60,FULL_GAME,Drageus Games,2021-09-03,Gnelf,"Action-RPG, Role Playing"
448,Mekabolt,['PS4'],3.99,1.19,-70,GAME_BUNDLE,Ratalaika Games,2019-08-20,Somepx,Platformer
449,Shadow Legend VR,['PS4'],19.99,9.99,-50,FULL_GAME,Vitruvius,2020-01-21,Vitruvius,"Action-RPG, Role Playing"
450,Strikers Edge,['PS4'],12.99,3.24,-75,FULL_GAME,PLAYDIUS,2018-01-30,Fun Punch Games,Fighting
451,IN-VERT,['PS4'],3.99,2.79,-30,FULL_GAME,Victory Road,2020-01-10,TERNOX,"Puzzle, Platformer"
453,Loading Human: Chapter 1,['PS4'],8.99,0.89,-90,FULL_GAME,Maximum Games,2016-10-13,Untold Games,Action-Adventure
454,Valthirian Arc: Hero School Story,['PS4'],9.99,1.99,-80,FULL_GAME,PQube,2018-10-02,Agate,"Action-RPG, Role Playing, Management"
455,Sherlock Holmes: Crimes and Punishments,['PS4'],32.99,6.59,-80,FULL_GAME,Frogwares,2020-01-09,Frogwares,"Adventure, Point & Click"
456,VRobot,['PS4'],11.99,3.59,-70,FULL_GAME,Nival International,2018-07-24,Luden.io,Action
457,Portal Knights,['PS4'],15.99,6.39,-60,FULL_GAME,505 Games,2017-06-05,keen games,"Action-RPG, Role Playing, Sandbox"
458,Labyrinth Life,['PS4'],39.99,15.59,-61,FULL_GAME,D3Publisher,2019-08-01,Matrix Software,"Role Playing, Management, Turn Based, Dungeon Crawler"
459,Apex Construct,['PS4'],7.99,3.19,-60,FULL_GAME,Fast Travel Games,2018-02-20,Fast Travel Games,Action-Adventure
460,Cafeteria Nipponica,['PS4'],9.99,4.99,-50,FULL_GAME,Kairosoft,2020-10-01,Kairosoft,"Simulation, Management"
461,Secret of Mana,['PS4'],32.99,16.49,-50,FULL_GAME,Square Enix,2018-02-15,Square Enix,"Action-RPG, Role Playing"
462,Darkestville Castle,['PS4'],11.99,3.59,-70,GAME_BUNDLE,Buka Entertainment,2020-08-13,Epic Llama,"Adventure, Point & Click"
463,20XX,['PS4'],12.99,6.49,-50,FULL_GAME,Fire Hose Games,2018-07-10,Batterystaple Games,"Roguelite, Platformer"
464,Of Tanks and Demons III,['PS4'],3.69,2.58,-30,FULL_GAME,Victory Road,2020-08-17,Hoodoo Bear,"Automobile, Vehicular Combat"
465,Castle Pals,['PS4'],3.99,0.79,-80,FULL_GAME,Ratalaika Games,2020-05-26,Brad Erkkila,Platformer
466,Taimumari: Complete Edition,['PS4'],3.99,2.79,-30,FULL_GAME,Victory Road,2020-05-04,TERNOX,"Platformer, Shoot 'em up"
467,Beats Fever,['PS4'],15.99,9.59,-40,FULL_GAME,Shanghai Chenyou Information Techno,2018-12-18,Arrowiz,Music
468,Unearthing Mars,['PS4'],11.99,5.99,-50,FULL_GAME,Winking Entertainment,2017-03-07,Winking Entertainment,Adventure
469,The Manga Works,['PS4'],9.99,4.99,-50,FULL_GAME,Kairosoft,2020-05-14,Kairosoft,"Simulation, Management"
470,The Swindle,['PS4'],11.99,1.19,-90,GAME_BUNDLE,Curve Games,2015-07-28,Size Five Games,"Roguelite, Stealth, Platformer"
471,Battle of the Bulge,['PS4'],7.99,3.91,-51,FULL_GAME,Slitherine Software,2017-11-22,Shenandoah Studio,"Strategy, Turn Based"
472,Hue,['PS4'],11.99,2.39,-80,FULL_GAME,Curve Games,2016-08-30,Fiddlesticks,"Puzzle, Platformer"
473,The Sojourn,['PS4'],17.99,6.11,-66,FULL_GAME,Iceberg Interactive,2019-09-20,Shifting Tides,Puzzle
474,MilkChoco,['PS4'],19.99,15.59,-22,FULL_GAME,GameParadiso,2021-10-07,GameParadiso,Third Person Shooter
476,The Bard's Tale: Remastered and Resnarkled,['PS4'],7.99,1.59,-80,FULL_GAME,inXile Entertainment,2017-08-22,inXile Entertainment,"Action-RPG, Role Playing"
477,Last Day of June,['PS4'],15.99,3.99,-75,FULL_GAME,505 Games,2017-08-31,Ovosonico,Adventure
478,Wattam,['PS4'],15.99,4.79,-70,FULL_GAME,"Annapurna Interactive, iam8bit",2019-12-17,Funomena,Adventure
479,Art of Balance,['PS4'],7.39,4.43,-40,FULL_GAME,Shinen,2016-06-03,Shinen,Puzzle
480,DragonFangZ - The Rose & Dungeon of Time,['PS4'],28.99,11.59,-60,FULL_GAME,Toydea,2019-05-29,Toydea,"Roguelite, Dungeon Crawler"
481,The Sokoban,['PS4'],11.99,7.79,-35,FULL_GAME,Unbalance,2021-10-27,Unbalance,Puzzle
482,Backbone,"['PS4', 'PS5']",19.99,11.99,-40,FULL_GAME,Raw Fury,2021-10-27,EGGNUT,Adventure
483,Super Time Force Ultra,['PS4'],13.99,3.49,-75,GAME_BUNDLE,Capy Games,2015-09-01,Capy Games,Run & Gun
484,The Count Lucanor,['PS4'],12.99,2.59,-80,FULL_GAME,Merge Games,2017-11-21,Baroque Decay,Action-Adventure
485,Genesis Alpha One,['PS4'],24.99,6.24,-75,FULL_GAME,Team17 Software,2019-01-29,Radiation Blue,"First Person Shooter, Management"
486,Steampunk Tower 2,['PS4'],7.99,3.19,-60,FULL_GAME,Drageus Games,2020-12-04,DreamGate Company,"Strategy, Tower Defence"
487,Punch Line,['PS4'],34.99,6.99,-80,FULL_GAME,PQube,2018-09-25,MAGES.,Visual Novel
488,Road Rage,['PS4'],15.99,1.59,-90,FULL_GAME,Maximum Games,2017-11-14,Team6 Game Studios,"Automobile, Open World, Arcade Racing, Vehicular Combat"
489,Fallout 76,['PS4'],34.99,8.74,-75,FULL_GAME,Bethesda Softworks,2018-11-14,Bethesda Game Studios,"Battle Royale, Open World, Action-RPG, First Person Shooter, Role Playing, Third Person Shooter, Survival, MMO"
490,Persona 5,['PS4'],49.99,12.49,-75,FULL_GAME,Atlus,2017-04-04,P-Studio,"Role Playing, Turn Based"
491,Mini Motor Racing X,['PS4'],19.99,2.99,-85,FULL_GAME,Nextgen Reality,2019-12-17,The Binary Mill,"Automobile, Arcade Racing"
492,VERTI-GO HOME!,['PS4'],9.99,4.99,-50,FULL_GAME,Trucker VR,2019-03-08,Trucker VR,Action
493,GUNDAM VERSUS,['PS4'],15.99,3.19,-80,FULL_GAME,Bandai Namco Entertainment,2017-09-29,VSTG Project,"Fighting, Mech"
494,CODE VEIN,['PS4'],49.99,10.49,-79,FULL_GAME,Bandai Namco Entertainment,2019-09-27,Bandai Namco Entertainment,"Action-RPG, Role Playing"
495,BPM: Bullets Per Minute,['PS4'],19.99,12.99,-35,FULL_GAME,Playtonic Games,2021-10-05,Awe Interactive,"Roguelite, First Person Shooter"
496,Dick Wilde,['PS4'],11.99,2.39,-80,FULL_GAME,PlayStack,2017-05-16,Bolvërk Games,"First Person Shooter, On Rails"
497,Sweet Witches,['PS4'],7.99,1.59,-80,FULL_GAME,Drageus Games,2020-10-30,LumenSection,Action
498,Atelier Ryza: Ever Darkness & the Secret Hideout,['PS4'],49.99,24.99,-50,FULL_GAME,KOEI TECMO,2019-10-29,Gust,"Action-RPG, Role Playing"
499,Princess.Loot.Pixel.Again,['PS4'],3.69,1.47,-60,FULL_GAME,Big Way Games,2021-10-27,Synthetic Domain,Platformer
500,Tetragon,['PS4'],11.99,3.59,-70,GAME_BUNDLE,Buka Entertainment,2021-08-12,Cafundo Estudio Criativo,Puzzle
501,Lust for Darkness,['PS4'],9.99,7.99,-20,FULL_GAME,SimFabric,2020-10-23,Movie Games Lunarium,Adventure
502,Cosmic Top Secret,['PS4'],7.99,1.59,-80,FULL_GAME,Nakana.io,2021-05-21,"Klassefilm, Those Eyes",Adventure
503,Inertial Drift,['PS4'],15.99,7.99,-50,FULL_GAME,PQube,2020-09-11,Level 91 Entertainment,"Automobile, Arcade Racing"
504,Panzer Dragoon: Remake,['PS4'],19.99,1.99,-90,FULL_GAME,Forever Entertainment,2020-09-28,MegaPixel Studio,Shoot 'em up
505,NBA 2KVR Experience,['PS4'],11.99,5.99,-50,FULL_GAME,2K Games,2016-11-22,Specular Interactive,"Sports, Basketball"
506,Evan's Remains,['PS4'],6.19,3.09,-50,FULL_GAME,Whitethorn Digital,2020-07-31,Matias Schmied,"Puzzle, Platformer"
507,Shady Part of Me,['PS4'],11.99,4.07,-66,FULL_GAME,Focus Entertainment,2020-12-10,Douze Dixièmes,Platformer
508,Gnomes Garden,['PS4'],3.69,1.47,-60,FULL_GAME,8Floor,2018-10-17,Creobit,Management
509,The Evil Within,['PS4'],15.99,3.99,-75,FULL_GAME,Bethesda Softworks,2014-10-14,Tango Gameworks,"Action Horror, Third Person Shooter"
510,Hyper Jam,['PS4'],12.99,4.54,-65,FULL_GAME,Bit Dragon,2019-02-12,Bit Dragon,Action
511,Chariot,['PS4'],11.99,1.19,-90,FULL_GAME,Frima Studio,2014-09-30,Frima Studio,Platformer
512,99Vidas,['PS4'],7.99,2.39,-70,FULL_GAME,QUByte Interactive,2017-07-18,QUByte Interactive,Beat 'em up
513,Vera Blanc: Full Moon,['PS4'],3.99,1.59,-60,FULL_GAME,Ratalaika Games,2020-11-10,Winter Wolves,Visual Novel
514,ChromaGun,['PS4'],11.99,5.99,-50,FULL_GAME,Benjamin Lochmann New Media,2017-08-22,Pixel Maniacs,Puzzle
515,Gleamlight,['PS4'],13.99,2.79,-80,FULL_GAME,D3Publisher,2020-08-20,DICO,Platformer
516,Moto Racer 4,['PS4'],34.99,3.49,-90,FULL_GAME,Microids,2016-11-03,Artefacts Studio,"Automobile, Arcade Racing"
517,Batman: Arkham Knight,['PS4'],15.99,9.59,-40,FULL_GAME,Warner Bros. Interactive Entertainment,2015-06-23,Rocksteady Studios,"Open World, Stealth, Beat 'em up"
518,Feudal Alloy,['PS4'],11.99,2.39,-80,FULL_GAME,Attu Games,2019-05-14,Attu Games,"Metroidvania, Platformer"
519,Torchlight II,['PS4'],15.99,7.99,-50,FULL_GAME,Perfect World Entertainment,2019-09-03,Panic Button,"Action-RPG, Role Playing, Dungeon Crawler"
520,DEEMO -Reborn-,['PS4'],32.99,13.19,-60,FULL_GAME,UNTIES,2019-11-21,Rayark,"Puzzle, Music"
521,Towaga: Among Shadows,['PS4'],11.99,1.19,-90,FULL_GAME,Forever Entertainment,2020-12-18,"Sunnyside Games, Forever Entertainment",Shoot 'em up
522,Lamentum,['PS4'],12.99,6.49,-50,FULL_GAME,Neon Doctrine,2021-08-31,Obscure Tales,Survival Horror
523,Emily Wants to Play,['PS4'],4.99,2.99,-40,FULL_GAME,SKH Apps,2016-08-09,Shawn Hitchcock,Survival Horror
524,Monster Hunter World: Iceborne,['PS4'],24.99,16.24,-35,LEVEL,Capcom Entertainment,2019-09-06,Capcom Entertainment,"Action-RPG, Role Playing"
525,Pixel Ripped 1995,['PS4'],15.99,11.19,-30,FULL_GAME,Arvore Immersive Experiences,2020-05-12,Arvore Immersive Experiences,Adventure
526,Hunt,['PS4'],7.99,1.99,-75,FULL_GAME,Sabec,2020-08-15,Sabec,"Hunting, First Person Shooter, Sports"
527,The Great Perhaps,['PS4'],7.99,2.39,-70,FULL_GAME,Drageus Games,2020-07-10,Caligari Games,Adventure
528,Niche - a genetics survival game,['PS4'],15.99,11.19,-30,FULL_GAME,Stray Fawn Studio,2021-08-31,Stray Fawn Studio,"Strategy, Turn Based"
529,Teslagrad,['PS4'],11.99,3.59,-70,GAME_BUNDLE,SOEDESCO,2014-12-03,Rain Games,"Puzzle, Platformer"
531,Achtung! Cthulhu Tactics,['PS4'],19.99,6.99,-65,FULL_GAME,Ripstone,2018-11-20,Auroch Digital,"Role Playing, Strategy, Turn Based"
532,BFF or Die,['PS4'],6.49,3.24,-50,FULL_GAME,2Awesome Studio,2020-11-24,ASA Studio,Puzzle
533,Ninja Legends,['PS4'],19.99,11.99,-40,FULL_GAME,Perp Games,2020-10-30,Coinflip Studios,Action
534,Flinthook,['PS4'],10.99,5.49,-50,FULL_GAME,Tribute Games,2017-04-18,Tribute Games,"Roguelite, Platformer"
535,Cat Quest II,['PS4'],11.99,3.59,-70,FULL_GAME,PQube,2019-10-24,The Gentlebros,"Open World, Action-RPG, Role Playing"
536,The Angry Birds Movie 2 VR: Under Pressure,['PS4'],12.99,6.49,-50,FULL_GAME,XR Games,2019-08-06,XR Games,Puzzle
537,G.I. Joe: Operation Blackout,['PS4'],34.99,8.74,-75,FULL_GAME,GameMill Entertainment,2020-10-13,"Iguanabee, Fair Play Labs",Third Person Shooter
538,Rogue Legacy,['PS4'],13.99,5.59,-60,FULL_GAME,Cellar Door Games,2014-07-29,Cellar Door Games,Platformer
539,Dragon Marked For Death,['PS4'],32.99,16.49,-50,FULL_GAME,Inti CREATES,2020-07-22,Inti CREATES,"Action-RPG, Role Playing"
540,Hatsune Miku: Project DIVA X,['PS4'],36.99,18.49,-50,FULL_GAME,SEGA,2016-08-30,SEGA,Music
541,Anamorphine,['PS4'],16.99,7.64,-55,FULL_GAME,Artifact 5,2018-07-31,Artifact 5,Adventure
542,Funny Truck,['PS4'],0.79,0.67,-15,FULL_GAME,RandomSpin Games,2021-07-17,RandomSpin Games,Action
543,Sairento VR,['PS4'],34.99,12.24,-65,FULL_GAME,Perp Games,2019-07-10,Mixed Realms,First Person Shooter
544,Arkham Horror: Mother's Embrace,['PS4'],15.99,6.39,-60,FULL_GAME,Asmodee Digital,2021-03-23,Artefacts Studio,"Strategy, Turn Based"
545,HoPiKo,['PS4'],5.79,1.15,-80,FULL_GAME,Merge Games,2016-10-18,Laser Dog,Platformer
546,Warhammer Age of Sigmar: Storm Ground,['PS4'],15.99,5.59,-65,FULL_GAME,Focus Entertainment,2021-05-27,Gasket Games,"Strategy, Turn Based"
547,KINGDOM HEARTS III,['PS4'],54.99,38.49,-30,FULL_GAME,Square Enix,2019-01-29,Square Enix,"Action-RPG, Role Playing"
548,A Day Without Me,['PS4'],3.99,2.79,-30,FULL_GAME,ChiliDog Interactive,2021-09-10,Gamecom Team,Adventure
549,Dadish,['PS4'],7.39,5.17,-30,FULL_GAME,Thomas K. Young,2021-09-27,Thomas K. Young,Platformer
550,Nex Machina,['PS4'],15.99,4.79,-70,FULL_GAME,Housemarque,2017-06-20,Housemarque,Shoot 'em up
551,Pool Slide Story,['PS4'],9.99,4.99,-50,FULL_GAME,Kairosoft,2020-07-16,Kairosoft,"Simulation, Management"
552,Lanternium,['PS4'],3.69,2.58,-30,FULL_GAME,Victory Road,2020-07-12,Victory Road,Puzzle
553,I'm Hungry,['PS4'],13.99,6.99,-50,FULL_GAME,Winking Entertainment,2019-07-03,Winking Entertainment,Simulation
554,Riverbond,['PS4'],17.99,1.79,-90,FULL_GAME,Cococucumber,2019-06-09,Cococucumber,Action-Adventure
555,The Unicorn Princess,['PS4'],15.99,6.39,-60,FULL_GAME,Nacon,2020-02-11,Caipirinha Games,Simulation
557,FoxyLand,['PS4'],3.99,1.19,-70,GAME_BUNDLE,Ratalaika Games,2019-11-26,BUG-Studio,Platformer
558,Absolute Drift: Zen Edition,['PS4'],9.49,2.84,-70,FULL_GAME,Flippfly,2016-08-23,Funselektor Labs,"Automobile, Arcade Racing"
559,Pato Box,['PS4'],7.99,2.39,-70,FULL_GAME,Bromio,2018-08-28,Bromio,"Sports, Boxing"
560,Emerald Shores,['PS4'],4.49,2.24,-50,GAME_BUNDLE,Fordesoft,2018-11-13,Fordesoft,Platformer
561,Blacksmith of the Sand Kingdom,"['PS4', 'PS5']",15.99,8.79,-45,FULL_GAME,KEMCO,2021-11-12,Rideon,"Role Playing, Turn Based"
562,Pure Farming 2018,['PS4'],24.99,6.24,-75,FULL_GAME,Techland,2018-03-13,Ice Flames,Simulation
563,ChromaGun VR,['PS4'],15.99,7.99,-50,FULL_GAME,Pixel Maniacs,2019-02-19,Pixel Maniacs,Puzzle
564,Blasphemous,['PS4'],19.99,4.99,-75,FULL_GAME,Team17 Software,2019-09-10,The Game Kitchen,"Metroidvania, Platformer"
565,Reverie,['PS4'],9.99,2.49,-75,FULL_GAME,Rainbite,2018-05-10,Rainbite,Action-Adventure
566,Rock of Ages 3: Make & Break,['PS4'],24.99,4.99,-80,FULL_GAME,Modus Games,2020-07-21,ACE Team,"Platformer, Strategy, Tower Defence"
567,Kotodama: The 7 Mysteries of Fujisawa,['PS4'],19.99,3.99,-80,FULL_GAME,PQube,2019-06-04,Art Co,"Puzzle, Visual Novel"
568,Red Wings: Aces of the Sky,['PS4'],15.99,1.59,-90,FULL_GAME,All In! Games,2020-10-13,All In! Games,"Aerial, Vehicular Combat"
570,Biomutant,['PS4'],54.99,32.99,-40,FULL_GAME,THQ Nordic,2021-05-25,Experiment 101,"Open World, Action-RPG, Role Playing"
571,Loot Hero DX,['PS4'],3.99,1.19,-70,FULL_GAME,Ratalaika Games,2021-01-15,VaragtP Studios,Hack & Slash
572,DiRT 4,['PS4'],17.99,4.49,-75,FULL_GAME,Codemasters,2017-06-06,Codemasters,"Automobile, Simulation Racing"
573,Blood Bowl 2,['PS4'],15.99,7.99,-50,FULL_GAME,Focus Entertainment,2015-09-22,Cyanide Studio,"Strategy, Turn Based, Card & Board"
574,NEXTGEN SANDBOX,['PS4'],7.39,1.84,-75,FULL_GAME,Proud Arts,2019-09-13,Proud Arts,Sandbox
575,The Bridge,['PS4'],7.99,1.59,-80,FULL_GAME,The Quantum Astrophysicists Guild,2015-08-25,The Quantum Astrophysicists Guild,Puzzle
576,Serial Cleaner,['PS4'],11.99,2.39,-80,FULL_GAME,Curve Games,2017-07-11,iFun4all,Stealth
577,Aery - Sky Castle,['PS4'],7.99,4.79,-40,FULL_GAME,EpiXR Games,2021-04-09,EpiXR Games,Adventure
578,Crown Trick,['PS4'],15.99,5.59,-65,FULL_GAME,Team17 Software,2021-09-07,NExT Studios,"Strategy, Turn Based"
579,L.A. Noire: The VR Case Files,['PS4'],24.99,12.49,-50,FULL_GAME,Rockstar Games,2019-09-23,Rockstar Games,"Open World, Action-Adventure"
580,Splasher,['PS4'],11.99,2.99,-75,FULL_GAME,Plug In Digital,2017-09-27,Splashteam,Platformer
581,Hide & Dance!,['PS4'],3.99,2.79,-30,FULL_GAME,Hap,2020-11-19,"Hap, KEMCO",Music
582,The Great Ace Attorney Chronicles,['PS4'],32.99,20.45,-38,FULL_GAME,Capcom Entertainment,2021-07-27,Capcom Entertainment,"Collection, Visual Novel"
583,Die With Glory,['PS4'],5.79,2.89,-50,FULL_GAME,ChiliDog Interactive,2021-03-26,Veslo Games,"Adventure, Point & Click"
584,Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings DX,['PS4'],32.99,23.09,-30,FULL_GAME,KOEI TECMO,2021-04-22,Gust,"Role Playing, Turn Based"
585,Fujii,['PS4'],9.49,6.16,-35,FULL_GAME,Funktronic Labs,2019-12-10,Funktronic Labs,Action-Adventure
586,Torchlight III,['PS4'],32.99,8.24,-75,FULL_GAME,Perfect World Entertainment,2020-10-13,Echtra Games,"Action-RPG, Role Playing"
587,Red Matter,['PS4'],24.99,9.99,-60,FULL_GAME,Vertical Robot,2018-12-11,Vertical Robot,Adventure
588,Solo: Islands of the Heart,['PS4'],15.99,4.79,-70,FULL_GAME,Merge Games,2019-07-31,Team Gotham,"Puzzle, Platformer"
589,AO Tennis 2,['PS4'],47.99,9.59,-80,FULL_GAME,"Nacon, Oizumi Amuzio",2020-01-09,Big Ant Studios,"Sports, Tennis"
590,Raging Loop,['PS4'],24.99,12.49,-50,FULL_GAME,PQube,2019-10-22,Dwango,Visual Novel
591,Red Dead Redemption 2,['PS4'],54.99,21.99,-60,FULL_GAME,Rockstar Games,2018-10-26,Rockstar North,"Open World, First Person Shooter, Third Person Shooter"
592,Momonga Pinball Adventures,['PS4'],4.99,1.69,-66,FULL_GAME,Plug In Digital,2016-12-20,Paladin Studios,"Adventure, Pinball"
593,We Are The Dwarves,['PS4'],1.69,0.67,-60,FULL_GAME,Whale Rock Games,2017-03-21,Whale Rock Games,Action-Adventure
594,EarthNight,['PS4'],14.99,2.99,-80,FULL_GAME,Cleaversoft,2020-01-23,Cleaversoft,Platformer
595,XIII,['PS4'],44.99,26.99,-40,FULL_GAME,Microids,2020-11-10,PlayMagic,First Person Shooter
596,Fallen Legion: Sins of an Empire,['PS4'],15.99,3.99,-75,FULL_GAME,YummyYummyTummy,2017-07-18,YummyYummyTummy,"Action-RPG, Role Playing"
597,Dead Dungeon,['PS4'],3.99,0.79,-80,FULL_GAME,Drageus Games,2020-11-05,Roenko Games,Platformer
598,Squareboy vs Bullies: Arena Edition,['PS4'],3.99,1.19,-70,FULL_GAME,Ratalaika Games,2017-12-06,Rohan Narang,Beat 'em up
599,Capcom Beat 'Em Up Bundle,['PS4'],15.99,7.99,-50,FULL_GAME,Capcom Entertainment,2018-09-18,Capcom Entertainment,"Beat 'em up, Collection"
600,Aeon Must Die!,['PS4'],15.99,7.99,-50,FULL_GAME,Focus Entertainment,2021-10-14,Limestone Games,Beat 'em up
601,The Walking Vegetables: Radical Edition,['PS4'],9.99,1.99,-80,FULL_GAME,Merge Games,2019-02-27,Still Running,Shoot 'em up
602,American Fugitive,['PS4'],17.99,3.59,-80,FULL_GAME,Curve Games,2019-05-21,Fallen Tree Games,"Open World, Action"
603,Clan N,['PS4'],11.99,5.99,-50,FULL_GAME,Creamative,2020-08-06,Creamative,Beat 'em up
604,Ninja Village,['PS4'],9.99,4.99,-50,FULL_GAME,Kairosoft,2020-11-12,Kairosoft,Management
605,M.A.C.E. Tower Defense,['PS4'],1.69,1.01,-40,FULL_GAME,EntwicklerX,2021-05-14,EntwicklerX,Tower Defence
606,Get Packed: Fully Loaded,['PS4'],13.99,6.99,-50,FULL_GAME,Coatsink,2021-07-29,Moonshine Studios,Party
607,Battlestar Galactica Deadlock,['PS4'],24.99,12.24,-51,FULL_GAME,Slitherine Software,2017-12-08,Black Lab Games,Strategy
608,Firefighters: Airport Heroes,['PS4'],24.99,7.49,-70,FULL_GAME,United Independent Entertainment,2020-06-24,Fair Play Labs,Simulation
609,AWAY: Journey to the Unexpected,['PS4'],13.99,3.49,-75,FULL_GAME,PLAYDIUS,2019-02-05,Aurelien Regard,Roguelite
610,Bird Game +,['PS4'],3.99,0.79,-80,FULL_GAME,Ratalaika Games,2019-04-30,Bryan Tabor,Action
611,Tennis World Tour,['PS4'],15.99,3.19,-80,FULL_GAME,Nacon,2018-05-22,Breakpoint,"Sports, Tennis"
612,Access Denied,['PS4'],3.99,0.79,-80,GAME_BUNDLE,Ratalaika Games,2019-02-05,Stately Snail,Puzzle
613,Touhou Genso Wanderer -Lotus Labyrinth R-,['PS4'],32.99,16.49,-50,FULL_GAME,Phoenixx,2021-09-30,AQUA STYLE,"Role Playing, Turn Based, Dungeon Crawler"
614,This War of Mine: The Little Ones,['PS4'],15.99,2.39,-85,FULL_GAME,Deep Silver,2016-01-29,11 bit studios,"Survival, Management"
615,Dark Sauce,['PS4'],3.69,2.58,-30,FULL_GAME,Victory Road,2020-11-06,Artalasky,Platformer
616,Die Young,['PS4'],13.99,6.99,-50,FULL_GAME,IndieGala,2021-01-13,IndieGala,"Open World, Survival"
617,Gun Club VR,['PS4'],19.99,4.99,-75,FULL_GAME,The Binary Mill,2018-12-18,The Binary Mill,First Person Shooter
618,Ultratron,['PS4'],7.99,0.79,-90,GAME_BUNDLE,Curve Games,2015-05-12,Puppygames,Shoot 'em up
619,Violett,['PS4'],7.99,0.79,-90,FULL_GAME,Forever Entertainment,2021-05-20,Forever Entertainment,"Adventure, Point & Click"
621,39 Days to Mars,['PS4'],9.79,6.55,-33,FULL_GAME,It's Anecdotal,2019-10-29,It's Anecdotal,Puzzle
622,Monster Harvest,"['PS4', 'PS5']",15.99,6.39,-60,FULL_GAME,Merge Games,2021-08-31,"Maple Powered Games, Stage Clear Studios","Role Playing, Turn Based"
623,Knightin'+,['PS5'],4.99,1.49,-70,FULL_GAME,Ratalaika Games,2020-02-18,Muzt Die Studios,Action-Adventure
624,Itadaki Smash,['PS4'],11.99,4.19,-65,FULL_GAME,Relevo Videogames,2021-05-21,Main Loop,Beat 'em up
625,Q.U.B.E. 2,['PS4'],19.99,4.99,-75,FULL_GAME,Trapped Nerve Games,2018-03-13,Toxic Games,"Puzzle, Platformer"
